,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,0.33334331097047976,-1.6905500055172415e-15,-8.043193929919207e-16,3.2476341612658945e-15,-3.895330543421912e-16,2.3595679861141516e-16,6.223377524999575e-16,6.258296925825601e-16,-2.836200923687646e-15,0.33334331027192,-1.6906232707359996e-15,-8.043461051822468e-16,3.247628597589526e-15,-3.8953237713546186e-16,2.3595941027284e-16,6.223377270995651e-16,6.258340141848805e-16,-2.8362055373226802e-15,-1.952181425967008e-15,4.93452413659263e-23,-9.958197948723582e-23,1.136179332099766e-21,-1.952179314920999e-15,3.658323058387614e-22,1.2916620114197435e-22,1.532746132600116e-22,-1.952177620747951e-15,-1.9484980345323664e-15,6.688455174893963e-20,2.3146287976903567e-18,7.449416771242363e-20,-1.9521631823741175e-15,4.0279019613673095e-18,-5.832233968420291e-21,-3.61892538667408e-18,-1.94997451001851e-15,-1.9264008740789482e-15,1.308797633279124e-18,1.4304363932626975e-17,4.3269343064975858e-19,-1.952104217698232e-15,8.158406413098795e-18,9.79228789982926e-18,-6.406875407457468e-18,-1.9418131829161988e-15,1.9399919462108816e-15,1.9513296765512703e-15,-1.9518764438361007e-15,-5.8387697301341656e-15,-5.8579346962516754e-15,1.9573639818690974e-15,1.924689580306034e-15,-3.907108847699856e-15,3.8922608821045e-15,-1.943155480011902e-15,1.9521732570131668e-14,-3.893813471399128e-15,5.886992800814606e-15,-3.898275562293734e-15,-2.3386175154639548e-14,-1.6402287002764647e-19,-7.809287039347051e-15,-1.9483553688175425e-15,5.847759814051825e-15,-1.9507031507559198e-15,-9.750270566141536e-15,-5.8498511957384716e-15,-5.859244911298656e-15,5.853351231624387e-15,-3.9631156152855196e-29,3.3299638111199348e-28,-4.533360632732539e-28,-7.792158383528766e-15,-1.1543112165496287e-18,4.6969490781795585e-18,-1.5435443030667884e-14,9.698977451780982e-19,7.191261636483223e-17
1,-1.6905500055172415e-15,0.333335771081109,2.3062514837623775e-15,-2.704853440087259e-15,-1.1233278353237344e-15,-1.3783344709397844e-15,3.771806555700126e-15,5.0503207289903756e-17,1.7271744295420183e-15,-1.69053786800601e-15,0.33333577031900047,2.3062762733821405e-15,-2.7048077030819655e-15,-1.1233193818079666e-15,-1.3783399992945623e-15,3.771827499853081e-15,5.052133969448397e-17,1.7271588137688463e-15,4.827775248524835e-15,-5.647693620965241e-22,-4.9638385996710335e-22,8.86758337644051e-20,4.827773571906779e-15,5.953161829473527e-21,4.423317359001326e-22,3.120908023120323e-22,4.827777228772551e-15,4.875746687605924e-15,2.9139139922751952e-18,3.2234410827997204e-17,2.812860858548483e-18,4.827790378382902e-15,-9.63105973751705e-18,3.802323188243973e-17,9.292223891093624e-18,4.830751789074255e-15,4.876368817065921e-15,2.9467435417245202e-18,3.9669157280734167e-17,4.827274983042819e-18,4.8277003521646626e-15,-1.9556345036062964e-17,5.102246294091187e-17,1.6512913927444435e-17,4.818606593052782e-15,-4.884488932215925e-15,-4.828628787007131e-15,4.8440233746565705e-15,1.451494446809135e-14,1.4495264439380118e-14,-4.687952328195245e-15,-4.950772115179951e-15,9.658600957950252e-15,-9.632622574742329e-15,4.842372437644518e-15,-4.8274775254125215e-14,9.727448147097193e-15,-1.43350624898351e-14,9.63523549189972e-15,5.786819390039761e-14,-1.509302966106364e-17,1.931279235298254e-14,4.874627170217741e-15,-1.4504769685020154e-14,4.81661686523061e-15,2.4087926164277597e-14,1.4467004412868862e-14,1.449788408430387e-14,-1.433940803253593e-14,-7.3125034128102e-28,-2.2162098773051803e-28,-3.7833339315447626e-28,1.9432790681183968e-14,1.4565424822919154e-17,1.869351459149513e-16,3.8941287034372144e-14,4.432384962992036e-17,5.178535713177875e-16
2,-8.043193929919207e-16,2.3062514837623775e-15,0.33332091789932233,3.94089605171372e-15,-6.500027694691668e-17,-2.1243063259426453e-15,2.692593520948128e-15,-1.136153224070313e-16,-6.728409597899439e-16,-8.043413005715761e-16,2.3062408389957276e-15,0.33332091711789885,3.94089089315437e-15,-6.499963169635965e-17,-2.1243119926274796e-15,2.6925949349536857e-15,-1.1359636523145822e-16,-6.728596111207698e-16,1.828681985796943e-15,-3.1946590873347645e-22,-5.90869631833304e-21,-1.6824192259547407e-21,1.8286824773074496e-15,-8.387611792908621e-22,-6.362206360308879e-21,1.0985295372898493e-20,1.8286802024711817e-15,1.813590602688574e-15,-6.8783128536808735e-19,-9.919881663394754e-18,-6.80222554112144e-19,1.8286740661591994e-15,-3.8377952807843725e-18,-7.754299904492336e-18,3.3237109534550857e-18,1.8249186861517814e-15,1.7815895406437495e-15,-2.4880059259126466e-18,-2.87397292310109e-17,-1.615131260033708e-18,1.8286004745463072e-15,-7.77520505067836e-18,-2.4526273506624806e-17,5.8713721091042595e-18,1.815624353572482e-15,-1.799485219974361e-15,-1.8273038971111823e-15,1.8248857252776936e-15,5.453965806954545e-15,5.4856520700732536e-15,-1.864735415630059e-15,-1.7638995890477563e-15,3.660725429985301e-15,-3.64464810587526e-15,1.81267435839486e-15,-1.8287472797691926e-14,3.627404392689705e-15,-5.560322069892804e-15,3.652787796131764e-15,2.1899914003356877e-14,3.3147136898944158e-18,7.315257861011377e-15,1.813599147514065e-15,-5.469021630020999e-15,1.8288605700943906e-15,9.138481479580618e-15,5.4797430799904355e-15,5.487011782023913e-15,-5.5108875972285955e-15,1.9974700997444736e-28,3.7933218996610983e-28,-5.621127121374177e-29,7.26605962735555e-15,-1.314871210470373e-18,-4.50294494886328e-17,1.4301903617496387e-14,-1.0473211196331932e-17,-2.093258677259014e-16
3,3.2476341612658945e-15,-2.704853440087259e-15,3.94089605171372e-15,0.3333284904689392,-1.028551699644403e-15,3.748038581286772e-16,-2.365642144886286e-15,-2.6112746409748382e-19,-1.070866695393903e-15,3.2476174540577973e-15,-2.7048115376056166e-15,3.94084831965185e-15,0.33332848971679874,-1.0285667609629273e-15,3.748819040291418e-16,-2.3656653537557318e-15,-2.2906370762424667e-19,-1.0708725971419324e-15,4.8199546192677956e-15,-2.4661286884449067e-21,2.190800053236529e-21,-6.228705646774488e-21,4.819954298906382e-15,-2.6321745605421103e-21,2.7368940930663613e-21,5.112159352164695e-21,4.819949814273432e-15,4.7951284837497775e-15,-1.0028775481685249e-18,-1.6168690154726113e-17,-1.0237338737377086e-18,4.8199020536439e-15,-1.0035924944854061e-17,-1.045575583442544e-17,8.840104416661637e-18,4.8122222584629096e-15,4.725318901132525e-15,-4.917903381648048e-18,-5.601329463958036e-17,-2.8258166072042103e-18,4.819726712492232e-15,-2.0355294226546946e-17,-4.4929260174176175e-17,1.5635885999426713e-17,4.789839733282423e-15,-4.7659421925036496e-15,-4.816985052582848e-15,4.814533455440986e-15,1.4395108840750097e-14,1.4460851509574923e-14,-4.874869044343357e-15,-4.699423988235921e-15,9.647820816568377e-15,-9.608165458505997e-15,4.787338837480911e-15,-4.8200171742290994e-14,9.58687046196563e-15,-1.459667632043661e-14,9.626316293829662e-15,5.773162600776405e-14,4.7009697673149665e-18,1.9281151717877284e-14,4.7950117977596795e-15,-1.4426258017333063e-14,4.818506735603959e-15,2.4080418597382254e-14,1.4443262310419356e-14,1.4464293294500664e-14,-1.4489554482384176e-14,-8.893120101090831e-28,-4.890584230265328e-28,-1.3465958069803785e-28,1.9194035061299996e-14,-4.2757884706854386e-19,-6.633493565163616e-17,3.7898090792592796e-14,-1.624496264890705e-17,-3.694048726724649e-16
4,-3.895330543421912e-16,-1.1233278353237344e-15,-6.500027694691668e-17,-1.028551699644403e-15,0.3333353001419648,-2.232055244154178e-15,-1.5153391359424082e-15,2.2508536865168533e-15,1.7132317379202228e-15,-3.8953156986382166e-16,-1.1233203813407727e-15,-6.501676799389493e-17,-1.0285519021439373e-15,0.33333529940322565,-2.2320246220329205e-15,-1.515358835699595e-15,2.250944778775399e-15,1.713248842360389e-15,1.1376848409248187e-16,8.463444956525743e-22,3.732909895753241e-21,4.112218728337969e-21,1.1376317423078528e-16,-1.758351783931633e-21,5.884021940847058e-21,-8.7745875924106e-21,1.1378280751717036e-16,-1.7088874587122615e-16,-1.5236662808623376e-17,-1.892466839878453e-16,-1.4880948716432008e-17,1.1344256399275975e-16,-1.8298237267352436e-18,-1.8933401872309492e-16,-1.4907735209510215e-18,7.178584071816622e-17,-4.475859540195438e-16,-3.0772131504754516e-17,-3.748191698319846e-16,-2.9465886436060914e-17,1.1311829389056425e-16,-3.538333211836269e-18,-3.7541948967920097e-16,-2.9773157259881024e-18,3.125112541851205e-17,3.196237979736311e-16,-9.895334243910335e-17,2.915999917249114e-17,-3.631071155683574e-17,2.988957848573641e-16,-8.746196414576162e-16,8.394268395702919e-16,2.461645237463083e-16,-1.9232475815925453e-16,-7.180452960035372e-17,-1.1511232124344359e-15,-2.6095429619451305e-16,-1.4570041170281719e-15,2.5344865338084204e-16,1.1958731166100322e-15,7.74250150323395e-17,4.5350239586503335e-16,-1.669282679957674e-16,-1.2574960306294556e-16,1.5114018779759792e-16,6.916060264577265e-16,3.3975842903862804e-16,3.0208490719729097e-16,-1.0191740239107505e-15,3.451619340369241e-28,-2.6740499702756295e-28,-8.491148265966537e-28,-3.5676337078154746e-16,-5.812313805261792e-17,-9.893926840094615e-16,-2.9334993597869513e-15,-2.332111288008268e-16,-3.4700601461086842e-15
5,2.3595679861141516e-16,-1.3783344709397844e-15,-2.1243063259426453e-15,3.748038581286772e-16,-2.232055244154178e-15,0.3333362093400073,-1.4045871700643799e-15,1.0415864763222063e-15,1.1478845836790935e-16,2.3595507408110626e-16,-1.3783568693464257e-15,-2.124294182942377e-15,3.7485201453486375e-16,-2.2320503207526155e-15,0.3333362085887951,-1.4045844858095277e-15,1.0415028790411742e-15,1.1479660899251155e-16,-4.392358038924448e-15,1.7167584510495267e-21,-6.937150745931757e-23,2.8894460601842688e-21,-4.392352299305887e-15,9.630738640991063e-22,-3.2208377411131676e-21,7.0407723015481045e-22,-4.3923407634924684e-15,-4.307213172889032e-15,4.261068871318228e-18,5.629725050645576e-17,4.188901867704736e-18,-4.39223718918661e-15,9.462232933083652e-18,5.113485320769922e-17,-7.688713927264e-18,-4.376093472701661e-15,-4.183062875322969e-15,1.1231930073016095e-17,1.3324059075470923e-16,8.904933602483751e-18,-4.392020138078978e-15,1.9100280556409364e-17,1.2327721347406174e-16,-1.3514811407372769e-17,-4.3469121220209834e-15,4.248052260145556e-15,4.386560898002393e-15,-4.368781051513632e-15,-1.3035314661268103e-14,-1.3168595073934915e-14,4.609445522565758e-15,4.073396778241427e-15,-8.795715872464734e-15,8.748161356335233e-15,-4.321967379090815e-15,4.3927053566232477e-14,-8.629114353814758e-15,1.3546543060616738e-14,-8.778470467909896e-15,-5.2573160438225356e-14,-2.1292301815124578e-17,-1.7570252470084728e-14,-4.3079937290313444e-15,1.3099202682307676e-14,-4.399247999114459e-15,-2.1971169878877663e-14,-1.316170080298932e-14,-1.3172346006585448e-14,1.3353040570741542e-14,1.0746838976028806e-27,-6.608082571298073e-28,-5.19191420015878e-28,-1.7313011064349815e-14,1.3217065433661527e-17,2.777976958649786e-16,-3.369351413242708e-14,6.514869295388966e-17,1.0979335764282972e-15
6,6.223377524999575e-16,3.771806555700126e-15,2.692593520948128e-15,-2.365642144886286e-15,-1.5153391359424082e-15,-1.4045871700643799e-15,0.3333281985114922,2.719101705161645e-15,4.2951553486508653e-16,6.223360760574438e-16,3.77182022976143e-15,2.692607431101914e-15,-2.365637339074925e-15,-1.5153857232449832e-15,-1.4045708853522233e-15,0.3333281977201007,2.719160127525962e-15,4.2946106804459775e-16,1.8420510445934663e-15,-2.396586278359718e-21,-2.9352925728972563e-21,-3.148404466196712e-21,1.8420450030389645e-15,1.4197790281022522e-21,3.399056794122759e-21,-1.7850588083739498e-21,1.842060567925247e-15,1.8662381345173478e-15,1.4170560000884382e-18,1.621551179485308e-17,1.3789020649559115e-18,1.8420477046792405e-15,-3.640537343480025e-18,1.8406781262429838e-17,3.577220745927437e-18,1.8440641516112333e-15,1.872191136500037e-15,1.7504593638004705e-18,2.2883933156067554e-17,2.460349836206389e-18,1.8420227908738376e-15,-7.386328019868872e-18,2.7218767725792676e-17,6.365870927838737e-18,1.840255945696193e-15,-1.8726612269286195e-15,-1.8426558069284433e-15,1.8500392830561648e-15,5.5459899073154535e-15,5.5315480066887714e-15,-1.7729948879656034e-15,-1.9087236591480335e-15,3.6848461428013175e-15,-3.676064360705025e-15,1.851513972821244e-15,-1.8418947020476663e-14,3.721636294057685e-15,-5.446471257217603e-15,3.675838048053088e-15,2.2083351216522135e-14,-7.387291908889436e-18,7.368844555781922e-15,1.865740726174573e-15,-5.538792434819017e-15,1.8370143716416734e-15,9.188312073788673e-15,5.519924036140681e-15,5.532500831489542e-15,-5.457262725201503e-15,-2.2218067013813638e-28,1.812687503842247e-28,1.268266959887696e-28,7.43142570277797e-15,6.7665347795459414e-18,9.16959824648619e-17,1.4937542040497126e-14,2.1778058174180918e-17,2.6924795403515084e-16
7,6.258296925825601e-16,5.0503207289903756e-17,-1.136153224070313e-16,-2.6112746409748382e-19,2.2508536865168533e-15,1.0415864763222063e-15,2.719101705161645e-15,0.33332892872783737,-7.41962396058569e-17,6.258245936632662e-16,5.050613558789428e-17,-1.1362867066241523e-16,-3.4383886889667494e-19,2.2508431033340586e-15,1.0416010038937676e-15,2.7191196910635896e-15,0.33332892798659325,-7.422848604362855e-17,-4.393668169001973e-15,2.569870028824131e-21,-1.0487837987961188e-21,5.4418173300338225e-21,-4.393660467174387e-15,7.146882990357882e-20,3.164183770291848e-21,5.4480300166611175e-21,-4.393651694056981e-15,-4.403750901076577e-15,-8.334637151412088e-19,-7.021648200342894e-18,-7.936335730736063e-19,-4.393630103959279e-15,8.95779206228193e-18,-1.2245040424156702e-17,-8.25075640490526e-18,-4.391413519652694e-15,-4.3717877220010116e-15,9.58897874879497e-19,8.03470179217606e-18,-9.04940077347705e-19,-4.393514297875639e-15,1.8170480186897605e-17,-2.169184333466178e-18,-1.4633512020252397e-17,-4.375636804996475e-15,4.394131586426798e-15,4.3926857073456006e-15,-4.3984251174663405e-15,-1.3165277582230637e-14,-1.3186795877143955e-14,4.356229567834438e-15,4.393255858474757e-15,-8.792299492189923e-15,8.762350965968203e-15,-4.385289056165334e-15,4.393543364738983e-14,-8.795081849264404e-15,1.3177535615850812e-14,-8.771942747682687e-15,-5.264480654147484e-14,4.62770626585701e-18,-1.7575972875190427e-14,-4.4031543260810185e-15,1.3175089787861778e-14,-4.387941860433123e-15,-2.1936438222531325e-14,-1.316596830064545e-14,-1.3189547432759689e-14,1.3130071110629975e-14,3.425875113097751e-28,-2.0970741249791358e-28,-5.940417659383103e-28,-1.7589732470414764e-14,-6.351560076817575e-18,-5.328824334083664e-17,-3.49871478802681e-14,-1.2729340178592858e-17,-6.197252153167787e-17
8,-2.836200923687646e-15,1.7271744295420183e-15,-6.728409597899439e-16,-1.070866695393903e-15,1.7132317379202228e-15,1.1478845836790935e-16,4.2951553486508653e-16,-7.41962396058569e-17,0.33334287271158164,-2.83619750537784e-15,1.727175672716544e-15,-6.728420515628555e-16,-1.0708102450771708e-15,1.7132224171066128e-15,1.147181653304715e-16,4.294930033851168e-16,-7.421369627072164e-17,0.33334287200212565,6.734416326894047e-16,-1.341943530534385e-20,-8.639591053618339e-21,-2.6096300315602415e-21,6.734461475027747e-16,-8.155668828601388e-21,-1.9346523900809918e-21,2.0652639563866995e-21,6.7344212266836655e-16,6.421046538169967e-16,-1.634747083109506e-18,-2.0797891023503062e-17,-1.6007829082678913e-18,6.734061938707299e-16,-1.5600537217409156e-18,-2.0020778648973775e-17,1.076304626348677e-18,6.68256559069534e-16,6.053306110625504e-16,-3.6999291385671285e-18,-4.448895467586518e-17,-3.2603620024179862e-18,6.733566460620602e-16,-3.1405327017549924e-18,-4.3021862839227006e-17,1.8538279944170537e-18,6.612066417777993e-16,-6.234330727651854e-16,-6.7156808317159e-16,6.644134785451202e-16,1.9743400624232277e-15,2.016331401928691e-15,-7.55669560976376e-16,-5.633314481349512e-16,1.3498025753567214e-15,-1.3390426253995936e-15,6.507781571320553e-16,-6.735867835132476e-15,1.2916449638058927e-15,-2.148617126830112e-15,1.3475327437862988e-15,8.04986491701772e-15,8.236344203335127e-18,2.6938086409437476e-15,6.424700255906597e-16,-1.994564422246099e-15,6.768894407804705e-16,3.3766074598725685e-15,2.0178973873096798e-15,2.0171223858613595e-15,-2.090936392662981e-15,-4.268375880466297e-28,5.483111406959506e-28,1.6133544555233045e-28,2.602361548487713e-15,-5.7639805091196286e-18,-1.0620765734093799e-16,4.91930637621408e-15,-2.4984486038424958e-17,-3.913629594505688e-16
9,0.33334331027192,-1.69053786800601e-15,-8.043413005715761e-16,3.2476174540577973e-15,-3.8953156986382166e-16,2.3595507408110626e-16,6.223360760574438e-16,6.258245936632662e-16,-2.83619750537784e-15,0.3333433110680882,-1.6906111403666723e-15,-8.043680055287284e-16,3.247611799454502e-15,-3.8953088685589717e-16,2.359577354166194e-16,6.223360456893601e-16,6.258287227546103e-16,-2.836202148246282e-15,-1.9521800551290207e-15,4.931570479476612e-23,-9.938689835188012e-23,1.1365997242947058e-21,-1.9521779438483243e-15,3.655810762875459e-22,1.290885932305641e-22,1.5329818971466529e-22,-1.95217624994629e-15,-1.9484927064715373e-15,6.709499585010204e-20,2.317258880742352e-18,7.47040124850584e-20,-1.9521618067713677e-15,4.027920966886129e-18,-3.1993814218794765e-21,-3.6188982281528406e-18,-1.9499725596072707e-15,-1.9263917431518865e-15,1.3092231628727052e-18,1.4309548543097484e-17,4.3310767212201974e-19,-1.9521028371144093e-15,8.158443153890773e-18,9.797494057799195e-18,-6.4068246755778795e-18,-1.9418106815618213e-15,1.939984566970666e-15,1.9513281018895444e-15,-1.9518739015486046e-15,-5.838760390925331e-15,-5.85792998065696e-15,1.9573731790331034e-15,1.9246749975860762e-15,-3.907106357086757e-15,3.892257666757479e-15,-1.943151538502043e-15,1.952171904995808e-14,-3.893803958680192e-15,5.887004142029544e-15,-3.8982731980178445e-15,-2.3386156420341507e-14,-1.651016600352023e-19,-7.809281528449207e-15,-1.94835010519018e-15,5.847752710727318e-15,-1.950702306299193e-15,-9.750265440813453e-15,-5.849847067958066e-15,-5.859240237007273e-15,5.8533565469062295e-15,2.048079828719491e-29,-2.592731923919062e-28,4.358098865409135e-28,-7.792141619905419e-15,-1.1534871130164991e-18,4.710692789419904e-18,-1.5435378942627598e-14,9.731826311599465e-19,7.196076202504435e-17
